#timestep       power           acc-energy      avg-power       dt              acc-time       
1               20.164000       0.406930        20.164000       0.020181        0.020181       
2               20.164000       0.819183        20.164000       0.020445        0.040626       
3               20.164000       1.229197        20.164000       0.020334        0.060960       
4               32.550000       1.890646        23.260614       0.020321        0.081281       
5               32.550000       2.551736        25.117742       0.020310        0.101591       
6               32.550000       3.213185        26.356594       0.020321        0.121912       
7               32.550000       3.875252        27.242162       0.020340        0.142252       
8               32.550000       4.536245        27.905221       0.020307        0.162559       
9               47.635000       5.503664        30.096376       0.020309        0.182868       
10              47.635000       6.471941        31.850886       0.020327        0.203195       
11              47.635000       7.441551        33.288084       0.020355        0.223550       
12              47.635000       8.410590        34.484753       0.020343        0.243893       
13              47.635000       9.378628        35.496200       0.020322        0.264215       
14              61.430000       10.627439       37.349018       0.020329        0.284544       
15              61.430000       11.874959       38.953195       0.020308        0.304852       
16              61.430000       13.122418       40.356928       0.020307        0.325159       
17              61.430000       14.370799       41.596495       0.020322        0.345481       
18              61.430000       15.624831       42.703046       0.020414        0.365895       
