#timestep       power           acc-energy      avg-power       dt              acc-time       
1               267.513000      5.400017        267.513000      0.020186        0.020186       
2               262.253000      10.757322       264.867329      0.020428        0.040614       
3               262.253000      16.083680       263.995800      0.020310        0.060924       
4               262.253000      21.408727       263.560148      0.020305        0.081229       
5               262.253000      26.738495       263.298557      0.020323        0.101552       
6               262.253000      32.067214       263.124236      0.020319        0.121871       
7               246.781000      37.097598       260.782381      0.020384        0.142255       
8               246.781000      42.121318       259.029582      0.020357        0.162612       
9               246.781000      47.133687       257.669551      0.020311        0.182923       
10              246.781000      52.148524       256.580878      0.020321        0.203244       
