#timestep       power           acc-energy      avg-power       dt              acc-time       
1               16.888000       0.341087        16.888000       0.020197        0.020197       
2               16.888000       0.687848        16.888000       0.020533        0.040730       
3               24.006000       1.173130        19.248987       0.020215        0.060945       
4               24.006000       1.660619        20.437889       0.020307        0.081252       
5               24.006000       2.148205        21.151455       0.020311        0.101563       
6               24.006000       2.635815        21.627201       0.020312        0.121875       
7               24.006000       3.121024        21.965587       0.020212        0.142087       
8               37.360000       3.879955        23.891204       0.020314        0.162401       
9               37.360000       4.638662        25.388253       0.020308        0.182709       
10              37.360000       5.395128        26.582614       0.020248        0.202957       
11              37.360000       6.149650        27.557999       0.020196        0.223153       
12              37.360000       6.900399        28.367754       0.020095        0.243248       
13              84.376000       8.602095        32.655930       0.020168        0.263416       
14              84.376000       10.310034       36.346704       0.020242        0.283658       
