#timestep       power           acc-energy      avg-power       dt              acc-time       
1               267.265000      5.401158        267.265000      0.020209        0.020209       
2               264.315000      10.789220       265.783605      0.020385        0.040594       
3               264.315000      16.162215       265.293572      0.020328        0.060922       
4               264.315000      21.528338       265.048977      0.020302        0.081224       
5               264.315000      26.898690       264.902112      0.020318        0.101542       
6               264.315000      32.266399       264.804262      0.020308        0.121850       
7               248.539000      37.312735       262.481078      0.020304        0.142154       
8               248.539000      42.358822       260.738672      0.020303        0.162457       
9               248.539000      47.382044       259.388860      0.020211        0.182668       
10              248.539000      52.425646       258.304039      0.020293        0.202961       
