#timestep       power           acc-energy      avg-power       dt              acc-time       
1               260.127000      5.258207        260.127000      0.020214        0.020214       
2               260.127000      10.541907       260.127000      0.020312        0.040526       
3               260.127000      15.795952       260.127000      0.020198        0.060724       
4               256.121000      20.973438       259.126478      0.020215        0.080939       
5               256.121000      26.163986       258.524640      0.020266        0.101205       
6               256.121000      31.383988       258.121727      0.020381        0.121586       
7               256.121000      36.556352       257.836747      0.020195        0.141781       
8               256.121000      41.757913       257.621773      0.020309        0.162090       
9               259.688000      47.034773       257.851946      0.020320        0.182410       
10              259.688000      52.314750       258.036074      0.020332        0.202742       
11              259.688000      57.605633       258.186921      0.020374        0.223116       
