#timestep       power           acc-energy      avg-power       dt              acc-time       
1               21.008000       0.424173        21.008000       0.020191        0.020191       
2               21.008000       0.855719        21.008000       0.020542        0.040733       
3               21.008000       1.283022        21.008000       0.020340        0.061073       
4               41.103000       2.117782        26.022737       0.020309        0.081382       
5               41.103000       2.952502        29.034341       0.020308        0.101690       
6               41.103000       3.791373        31.051632       0.020409        0.122099       
7               41.103000       4.621037        32.477561       0.020185        0.142284       
8               41.103000       5.449879        33.548248       0.020165        0.162449       
9               66.720000       6.794354        37.208949       0.020151        0.182600       
10              66.720000       8.140096        40.144481       0.020170        0.202770       
11              66.720000       9.486106        42.549276       0.020174        0.222944       
12              66.720000       10.831581       44.554240       0.020166        0.243110       
13              66.720000       12.181394       46.257110       0.020231        0.263341       
