#timestep       power           acc-energy      avg-power       dt              acc-time       
1               16.932000       0.342162        16.932000       0.020208        0.020208       
2               23.313000       0.820591        20.147097       0.020522        0.040730       
3               23.313000       1.295314        21.202329       0.020363        0.061093       
4               23.313000       1.769127        21.729212       0.020324        0.081417       
5               23.313000       2.242521        22.045369       0.020306        0.101723       
6               23.313000       2.715985        22.256333       0.020309        0.122032       
7               58.586000       3.907214        27.445046       0.020333        0.142365       
8               58.586000       5.097916        31.335344       0.020324        0.162689       
9               58.586000       6.289614        34.363840       0.020341        0.183030       
10              58.586000       7.479554        36.783304       0.020311        0.203341       
11              58.586000       8.671427        38.766245       0.020344        0.223685       
12              77.853000       10.253089       42.020684       0.020316        0.244001       
13              77.853000       11.834206       44.773961       0.020309        0.264310       
14              77.853000       13.417502       47.137339       0.020337        0.284647       
15              77.853000       14.998541       49.182800       0.020308        0.304955       
16              77.853000       16.583706       50.977221       0.020361        0.325316       
