#timestep       power           acc-energy      avg-power       dt              acc-time       
1               263.247000      5.313641        263.247000      0.020185        0.020185       
2               254.669000      10.517038       258.931918      0.020432        0.040617       
3               254.669000      15.688092       257.511108      0.020305        0.060922       
4               254.669000      20.863730       256.800170      0.020323        0.081245       
5               254.669000      26.035039       256.374024      0.020306        0.101551       
6               254.669000      31.206602       256.089891      0.020307        0.121858       
7               261.150000      36.511081       256.812835      0.020312        0.142170       
8               261.150000      41.815560       257.355027      0.020312        0.162482       
9               261.150000      47.128656       257.777332      0.020345        0.182827       
10              261.150000      52.467085       258.116509      0.020442        0.203269       
