#timestep       power           acc-energy      avg-power       dt              acc-time       
1               269.980000      5.443877        269.980000      0.020164        0.020164       
2               269.980000      10.945259       269.980000      0.020377        0.040541       
3               269.980000      16.440972       269.980000      0.020356        0.060897       
4               259.064000      21.694013       267.253219      0.020277        0.081174       
5               259.064000      26.946017       265.616699      0.020273        0.101447       
6               259.064000      32.187659       264.527114      0.020233        0.121680       
7               259.064000      37.433964       263.747626      0.020251        0.141931       
8               259.064000      42.660062       263.164773      0.020173        0.162104       
9               243.051000      47.564102       260.938344      0.020177        0.182281       
10              243.051000      52.490503       259.148374      0.020269        0.202550       
