#timestep       power           acc-energy      avg-power       dt              acc-time       
1               46.575000       0.940256        46.575000       0.020188        0.020188       
2               46.575000       1.896581        46.575000       0.020533        0.040721       
3               46.575000       2.843171        46.575000       0.020324        0.061045       
4               56.165000       3.984163        48.969553       0.020315        0.081360       
5               56.165000       5.124930        50.407001       0.020311        0.101671       
6               56.165000       6.265417        51.365558       0.020306        0.121977       
7               56.165000       7.403600        52.049327       0.020265        0.142242       
8               56.165000       8.539987        52.561852       0.020233        0.162475       
9               67.611000       9.913640        54.234537       0.020317        0.182792       
10              67.611000       11.289794       55.574778       0.020354        0.203146       
11              67.611000       12.662500       56.668412       0.020303        0.223449       
12              67.611000       14.035882       57.580272       0.020313        0.243762       
13              67.611000       15.410819       58.352655       0.020336        0.264098       
14              77.905000       16.992992       59.748853       0.020309        0.284407       
15              77.905000       18.575321       60.959053       0.020311        0.304718       
16              77.905000       20.159051       62.018881       0.020329        0.325047       
17              77.905000       21.733979       62.949053       0.020216        0.345263       
18              77.905000       23.313892       63.778795       0.020280        0.365543       
19              159.011000      26.528936       68.770215       0.020219        0.385762       
20              159.011000      29.762583       73.289165       0.020336        0.406098       
21              159.011000      32.995118       77.375771       0.020329        0.426427       
22              159.011000      36.227017       81.089769       0.020325        0.446752       
23              167.896000      39.644204       84.872146       0.020353        0.467105       
