#timestep       power           acc-energy      avg-power       dt              acc-time       
1               3.628000        0.036494        3.628000        0.010059        0.010059       
2               3.628000        0.087079        3.628000        0.013943        0.024002       
3               3.628000        0.123922        3.628000        0.010155        0.034157       
4               3.628000        0.160764        3.628000        0.010155        0.044312       
5               3.628000        0.197603        3.628000        0.010154        0.054466       
6               3.628000        0.234474        3.628000        0.010163        0.064629       
7               3.628000        0.271334        3.628000        0.010160        0.074789       
8               3.628000        0.308184        3.628000        0.010157        0.084946       
9               3.628000        0.345026        3.628000        0.010155        0.095101       
10              3.628000        0.381876        3.628000        0.010157        0.105258       
11              3.628000        0.418718        3.628000        0.010155        0.115413       
12              3.628000        0.455543        3.628000        0.010150        0.125563       
13              3.628000        0.492385        3.628000        0.010155        0.135718       
14              3.628000        0.529227        3.628000        0.010155        0.145873       
15              3.628000        0.565990        3.628000        0.010133        0.156006       
16              3.628000        0.602847        3.628000        0.010159        0.166165       
17              3.628000        0.639689        3.628000        0.010155        0.176320       
18              3.628000        0.676383        3.628000        0.010114        0.186434       
19              3.628000        0.713069        3.628000        0.010112        0.196546       
20              3.628000        0.749748        3.628000        0.010110        0.206656       
21              3.628000        0.786438        3.628000        0.010113        0.216769       
22              3.628000        0.823157        3.628000        0.010121        0.226890       
23              3.628000        0.863493        3.628000        0.011118        0.238008       
24              3.628000        0.914274        3.628000        0.013997        0.252005       
25              3.628000        0.954197        3.628000        0.011004        0.263009       
26              3.628000        0.991264        3.628000        0.010217        0.273226       
27              3.628000        1.028371        3.628000        0.010228        0.283454       
28              3.628000        1.065478        3.628000        0.010228        0.293682       
29              3.628000        1.102556        3.628000        0.010220        0.303902       
30              3.628000        1.139616        3.628000        0.010215        0.314117       
31              3.628000        1.176676        3.628000        0.010215        0.324332       
32              3.628000        1.213954        3.628000        0.010275        0.334607       
33              3.628000        1.262551        3.628000        0.013395        0.348002       
34              3.628000        1.299267        3.628000        0.010120        0.358122       
35              3.628000        1.335938        3.628000        0.010108        0.368230       
36              3.628000        1.372614        3.628000        0.010109        0.378339       
37              3.609000        1.409090        3.627506        0.010107        0.388446       
38              3.609000        1.445559        3.627036        0.010105        0.398551       
39              3.609000        1.482032        3.626590        0.010106        0.408657       
40              3.609000        1.518504        3.626166        0.010106        0.418763       
41              3.609000        1.554977        3.625761        0.010106        0.428869       
42              3.609000        1.591446        3.625376        0.010105        0.438974       
43              3.609000        1.628084        3.625005        0.010152        0.449126       
44              3.609000        1.664571        3.624653        0.010110        0.459236       
45              3.609000        1.701044        3.624316        0.010106        0.469342       
46              3.609000        1.737502        3.623993        0.010102        0.479444       
47              3.609000        1.773953        3.623684        0.010100        0.489544       
48              3.609000        1.810400        3.623387        0.010099        0.499643       
49              3.609000        1.846851        3.623102        0.010100        0.509743       
50              3.609000        1.883352        3.622828        0.010114        0.519857       
51              3.609000        1.924065        3.622534        0.011281        0.531138       
52              3.609000        1.963642        3.622260        0.010966        0.542104       
53              3.609000        2.006618        3.621975        0.011908        0.554012       
54              3.609000        2.057133        3.621656        0.013997        0.568009       
55              3.609000        2.095143        3.621425        0.010532        0.578541       
56              3.609000        2.132832        3.621205        0.010443        0.588984       
57              3.609000        2.169784        3.620996        0.010239        0.599223       
58              3.609000        2.206629        3.620795        0.010209        0.609432       
59              3.609000        2.243523        3.620601        0.010223        0.619655       
60              3.609000        2.280400        3.620413        0.010218        0.629873       
61              3.609000        2.317280        3.620230        0.010219        0.640092       
62              3.609000        2.354128        3.620054        0.010210        0.650302       
63              3.609000        2.391016        3.619883        0.010221        0.660523       
64              3.609000        2.427878        3.619717        0.010214        0.670737       
65              3.609000        2.464751        3.619556        0.010217        0.680954       
66              3.609000        2.501625        3.619400        0.010217        0.691171       
67              3.609000        2.538494        3.619249        0.010216        0.701387       
68              3.609000        2.584022        3.619068        0.012615        0.714002       
69              3.609000        2.620877        3.618926        0.010212        0.724214       
70              3.609000        2.657353        3.618789        0.010107        0.734321       
71              3.609000        2.693836        3.618656        0.010109        0.744430       
72              3.609000        2.730345        3.618527        0.010116        0.754546       
73              3.609000        2.767258        3.618399        0.010228        0.764774       
74              3.609000        2.804135        3.618276        0.010218        0.774992       
75              3.609000        2.841051        3.618155        0.010229        0.785221       
76              3.609000        2.877888        3.618037        0.010207        0.795428       
77              3.609000        2.914779        3.617923        0.010222        0.805650       
78              3.609000        2.952598        3.617808        0.010479        0.816129       
79              3.609000        2.989107        3.617700        0.010116        0.826245       
80              3.609000        3.025583        3.617595        0.010107        0.836352       
81              3.609000        3.062059        3.617492        0.010107        0.846459       
82              3.609000        3.098791        3.617391        0.010178        0.856637       
83              3.609000        3.135268        3.617294        0.010107        0.866744       
84              3.609000        3.171845        3.617198        0.010135        0.876879       
85              3.609000        3.208335        3.617104        0.010111        0.886990       
86              3.609000        3.248099        3.617005        0.011018        0.898008       
87              3.609000        3.285272        3.616914        0.010300        0.908308       
88              3.609000        3.322946        3.616824        0.010439        0.918747       
89              3.609000        3.367211        3.616721        0.012265        0.931012       
90              3.609000        3.404181        3.616637        0.010244        0.941256       
91              3.609000        3.442112        3.616553        0.010510        0.951766       
92              3.609000        3.493511        3.616441        0.014242        0.966008       
93              3.609000        3.530554        3.616363        0.010264        0.976272       
94              3.609000        3.567564        3.616287        0.010255        0.986527       
95              3.609000        3.604578        3.616212        0.010256        0.996783       
96              3.609000        3.641480        3.616138        0.010225        1.007008       
97              3.609000        3.678527        3.616066        0.010265        1.017273       
98              3.609000        3.715035        3.615997        0.010116        1.027389       
99              3.609000        3.751919        3.615928        0.010220        1.037609       
100             3.609000        3.788616        3.615861        0.010168        1.047777       
101             3.609000        3.826904        3.615792        0.010609        1.058386       
102             3.609000        3.864415        3.615726        0.010394        1.068780       
103             3.609000        3.901819        3.615661        0.010364        1.079144       
104             3.609000        3.938519        3.615599        0.010169        1.089313       
105             3.609000        3.975020        3.615538        0.010114        1.099427       
106             3.609000        4.011497        3.615479        0.010107        1.109534       
107             3.609000        4.047926        3.615420        0.010094        1.119628       
108             3.609000        4.084438        3.615363        0.010117        1.129745       
109             3.609000        4.120817        3.615307        0.010080        1.139825       
110             3.609000        4.157206        3.615251        0.010083        1.149908       
111             3.609000        4.193628        3.615197        0.010092        1.160000       
112             3.609000        4.230014        3.615144        0.010082        1.170082       
113             3.609000        4.266534        3.615091        0.010119        1.180201       
114             3.609000        4.302931        3.615039        0.010085        1.190286       
115             3.609000        4.345221        3.614980        0.011718        1.202004       
116             3.609000        4.381964        3.614930        0.010181        1.212185       
117             3.609000        4.418664        3.614881        0.010169        1.222354       
118             3.609000        4.455364        3.614832        0.010169        1.232523       
119             3.609000        4.492046        3.614785        0.010164        1.242687       
120             3.609000        4.528746        3.614738        0.010169        1.252856       
121             3.609000        4.565370        3.614692        0.010148        1.263004       
122             3.609000        4.602045        3.614646        0.010162        1.273166       
123             3.609000        4.638719        3.614601        0.010162        1.283328       
124             3.609000        4.675416        3.614557        0.010168        1.293496       
125             3.609000        4.712123        3.614514        0.010171        1.303667       
126             3.609000        4.749061        3.614471        0.010235        1.313902       
127             3.609000        4.792733        3.614421        0.012101        1.326003       
128             3.609000        4.829462        3.614380        0.010177        1.336180       
129             3.609000        4.882951        3.614321        0.014821        1.351001       
130             3.609000        4.919496        3.614281        0.010126        1.361127       
131             3.609000        4.956008        3.614242        0.010117        1.371244       
132             3.697000        4.993392        3.614848        0.010112        1.381356       
133             3.697000        5.030791        3.615445        0.010116        1.391472       
134             3.697000        5.068208        3.616034        0.010121        1.401593       
135             3.697000        5.108790        3.616663        0.010977        1.412570       
136             3.697000        5.151786        3.617319        0.011630        1.424200       
137             3.697000        5.193270        3.617942        0.011221        1.435421       
138             3.697000        5.231113        3.618502        0.010236        1.445657       
139             3.697000        5.284176        3.619274        0.014353        1.460010       
140             3.697000        5.321989        3.619815        0.010228        1.470238       
141             3.697000        5.363063        3.620393        0.011110        1.481348       
142             3.697000        5.401759        3.620931        0.010467        1.491815       
143             3.697000        5.439457        3.621447        0.010197        1.502012       
144             3.697000        5.477230        3.621958        0.010217        1.512229       
145             3.697000        5.515653        3.622470        0.010393        1.522622       
146             3.697000        5.553033        3.622962        0.010111        1.532733       
147             3.697000        5.590398        3.623447        0.010107        1.542840       
148             3.697000        5.627757        3.623925        0.010105        1.552945       
149             3.697000        5.665122        3.624398        0.010107        1.563052       
150             3.697000        5.702477        3.624864        0.010104        1.573156       
151             3.697000        5.739831        3.625324        0.010104        1.583260       
152             3.697000        5.777182        3.625779        0.010103        1.593363       
153             3.697000        5.814540        3.626228        0.010105        1.603468       
154             3.697000        5.851891        3.626671        0.010103        1.613571       
155             3.697000        5.889238        3.627108        0.010102        1.623673       
156             3.697000        5.926593        3.627541        0.010104        1.633777       
157             3.697000        5.963932        3.627967        0.010100        1.643877       
158             3.697000        6.001268        3.628389        0.010099        1.653976       
159             3.697000        6.038612        3.628805        0.010101        1.664077       
160             3.697000        6.075940        3.629217        0.010097        1.674174       
