#timestep       power           acc-energy      avg-power       dt              acc-time       
1               10.892000       0.218406        10.892000       0.020052        0.020052       
2               10.876000       0.468500        10.883453       0.022995        0.043047       
3               10.876000       0.688032        10.881074       0.020185        0.063232       
4               10.876000       0.907640        10.879846       0.020192        0.083424       
5               10.876000       1.127183        10.879097       0.020186        0.103610       
6               10.883000       1.346813        10.879733       0.020181        0.123791       
7               10.883000       1.566552        10.880191       0.020191        0.143982       
8               10.883000       1.786192        10.880536       0.020182        0.164164       
9               10.883000       2.005931        10.880806       0.020191        0.184355       
10              10.883000       2.225615        10.881023       0.020186        0.204541       
11              10.879000       2.445219        10.880841       0.020186        0.224727       
12              10.879000       2.664452        10.880690       0.020152        0.244879       
13              10.879000       2.883708        10.880561       0.020154        0.265033       
14              10.879000       3.155868        10.880426       0.025017        0.290050       
15              10.879000       3.475134        10.880295       0.029347        0.319397       
16              10.882000       3.754333        10.880422       0.025657        0.345054       
17              10.882000       3.977425        10.880511       0.020501        0.365555       
18              10.882000       4.233119        10.880601       0.023497        0.389052       
19              10.882000       4.453240        10.880670       0.020228        0.409280       
20              10.884000       4.676471        10.880829       0.020510        0.429790       
21              10.884000       4.902554        10.880975       0.020772        0.450562       
22              10.884000       5.121464        10.881104       0.020113        0.470675       
23              10.884000       5.340330        10.881223       0.020109        0.490784       
24              10.884000       5.559207        10.881332       0.020110        0.510894       
25              10.885000       5.778213        10.881471       0.020120        0.531014       
26              10.885000       5.997416        10.881600       0.020138        0.551152       
27              10.885000       6.216422        10.881720       0.020120        0.571272       
28              10.885000       6.435330        10.881831       0.020111        0.591383       
29              10.885000       6.654173        10.881935       0.020105        0.611488       
30              10.846000       6.875887        10.880773       0.020442        0.631930       
31              10.846000       7.099206        10.879676       0.020590        0.652520       
32              10.846000       7.371614        10.878428       0.025116        0.677636       
33              10.846000       7.594239        10.877474       0.020526        0.698162       
34              10.846000       7.817211        10.876574       0.020558        0.718720       
35              10.847000       8.042460        10.875743       0.020766        0.739486       
36              10.847000       8.263012        10.874974       0.020333        0.759819       
37              10.847000       8.483477        10.874245       0.020325        0.780144       
38              10.847000       8.703856        10.873554       0.020317        0.800461       
39              10.847000       8.924332        10.872896       0.020326        0.820787       
40              10.847000       9.154983        10.872242       0.021264        0.842051       
41              10.847000       9.375263        10.871648       0.020308        0.862359       
42              10.847000       9.595653        10.871081       0.020318        0.882677       
43              10.847000       9.845351        10.870469       0.023020        0.905697       
44              10.847000       10.064623       10.869956       0.020215        0.925912       
45              10.847000       10.283049       10.869468       0.020137        0.946049       
46              10.847000       10.543431       10.868912       0.024005        0.970054       
47              10.847000       10.762530       10.868465       0.020199        0.990253       
48              10.847000       10.981422       10.868036       0.020180        1.010433       
49              10.847000       11.200412       10.867624       0.020189        1.030622       
50              10.847000       11.419381       10.867228       0.020187        1.050809       
51              10.847000       11.648849       10.866828       0.021155        1.071964       
52              10.847000       11.870724       10.866457       0.020455        1.092419       
53              10.847000       12.088901       10.866105       0.020114        1.112533       
54              10.847000       12.307067       10.865766       0.020113        1.132646       
55              10.847000       12.525211       10.865439       0.020111        1.152757       
56              10.847000       12.743355       10.865123       0.020111        1.172868       
