#timestep       power           acc-energy      avg-power       dt              acc-time       
1               233.935000      4.722914        233.935000      0.020189        0.020189       
2               233.935000      9.526067        233.935000      0.020532        0.040721       
3               233.935000      14.292025       233.935000      0.020373        0.061094       
4               233.935000      19.046286       233.935000      0.020323        0.081417       
5               270.701000      24.565338       241.297951      0.020388        0.101805       
6               270.701000      30.066524       246.190634      0.020322        0.122127       
7               270.701000      35.562837       249.684666      0.020304        0.142431       
8               270.701000      41.058879       252.306704      0.020303        0.162734       
9               270.701000      46.559523       254.348572      0.020320        0.183054       
10              289.299000      52.449362       257.846656      0.020359        0.203413       
