#timestep       power           acc-energy      avg-power       dt              acc-time       
1               23.179000       0.467822        23.179000       0.020183        0.020183       
2               23.179000       0.942690        23.179000       0.020487        0.040670       
3               23.179000       1.409863        23.179000       0.020155        0.060825       
4               23.179000       1.876873        23.179000       0.020148        0.080973       
5               46.108000       2.806687        27.750789       0.020166        0.101139       
6               46.108000       3.736455        30.802405       0.020165        0.121304       
7               46.108000       4.665347        32.982302       0.020146        0.141450       
8               46.108000       5.595115        34.620020       0.020165        0.161615       
9               46.108000       6.524836        35.894334       0.020164        0.181779       
10              71.335000       7.963092        39.432767       0.020162        0.201941       
11              71.335000       9.403703        42.333088       0.020195        0.222136       
12              71.335000       10.842458       44.747151       0.020169        0.242305       
13              71.335000       12.280857       46.789744       0.020164        0.262469       
14              71.335000       13.718115       48.539596       0.020148        0.282617       
15              96.954000       15.674162       51.765443       0.020175        0.302792       
16              96.954000       17.630209       54.588267       0.020175        0.322967       
17              96.954000       19.592073       57.086127       0.020235        0.343202       
