#timestep       power           acc-energy      avg-power       dt              acc-time       
1               75.410000       1.522980        75.410000       0.020196        0.020196       
2               75.410000       3.069790        75.410000       0.020512        0.040708       
3               81.548000       4.725622        77.452714       0.020305        0.061013       
4               81.548000       6.381618        78.475377       0.020307        0.081320       
5               81.548000       8.038184        79.089515       0.020314        0.101634       
6               81.548000       9.698419        79.499803       0.020359        0.121993       
7               81.548000       11.354089       79.792043       0.020303        0.142296       
8               93.554000       13.254919       81.511547       0.020318        0.162614       
9               93.554000       15.155188       82.848734       0.020312        0.182926       
10              93.554000       17.055082       83.918449       0.020308        0.203234       
11              93.554000       18.956567       84.794471       0.020325        0.223559       
12              93.554000       20.857584       85.524315       0.020320        0.243879       
13              103.512000      22.961673       86.908219       0.020327        0.264206       
14              103.512000      25.063588       88.093253       0.020306        0.284512       
15              103.512000      27.167365       89.121250       0.020324        0.304836       
16              103.512000      29.269384       90.020033       0.020307        0.325143       
17              103.512000      31.382064       90.816933       0.020410        0.345553       
18              203.374000      35.487168       97.028933       0.020185        0.365738       
19              203.374000      39.593696       102.592946      0.020192        0.385930       
20              203.374000      43.701647       107.605335      0.020199        0.406129       
21              203.374000      47.803904       112.136767      0.020171        0.426300       
22              203.374000      51.903110       116.255824      0.020156        0.446456       
23              213.186000      56.204351       120.446843      0.020176        0.466632       
24              213.186000      60.499623       124.285350      0.020148        0.486780       
25              213.186000      64.798305       127.821426      0.020164        0.506944       
26              213.186000      69.098480       131.088055      0.020171        0.527115       
27              213.186000      73.401213       134.115624      0.020183        0.547298       
28              234.258000      78.134396       137.681027      0.020205        0.567503       
29              234.258000      82.863128       140.998262      0.020186        0.587689       
30              234.258000      87.598653       144.099485      0.020215        0.607904       
31              234.258000      92.328322       146.997619      0.020190        0.628094       
32              234.258000      97.055180       149.713670      0.020178        0.648272       
33              256.375000      102.246005      152.944052      0.020247        0.668519       
34              256.375000      107.417601      155.973581      0.020172        0.688691       
35              256.375000      112.590223      158.831238      0.020176        0.708867       
36              256.375000      117.778741      161.538791      0.020238        0.729105       
