#timestep       power           acc-energy      avg-power       dt              acc-time       
1               138.254000      2.773375        138.254000      0.020060        0.020060       
2               138.254000      5.577858        138.254000      0.020285        0.040345       
3               138.254000      8.367547        138.254000      0.020178        0.060523       
4               138.254000      11.173412       138.254000      0.020295        0.080818       
5               132.133000      13.846859       137.028419      0.020233        0.101051       
6               132.133000      16.516870       136.212623      0.020207        0.121258       
7               132.133000      19.184900       135.630257      0.020192        0.141450       
8               132.133000      21.854119       135.193216      0.020201        0.161651       
9               132.133000      24.524791       134.853108      0.020212        0.181863       
10              126.225000      27.072769       133.991104      0.020186        0.202049       
11              126.225000      29.619484       133.286013      0.020176        0.222225       
12              126.225000      32.166326       132.698270      0.020177        0.242402       
13              126.225000      34.716197       132.200307      0.020201        0.262603       
14              126.225000      37.271370       131.772661      0.020243        0.282846       
