#timestep       power           acc-energy      avg-power       dt              acc-time       
1               135.149000      2.732172        135.149000      0.020216        0.020216       
2               131.253000      5.426796        133.185988      0.020530        0.040746       
3               131.253000      8.092282        132.543031      0.020308        0.061054       
4               131.253000      10.759606       132.220872      0.020322        0.081376       
5               131.253000      13.424567       132.027602      0.020304        0.101680       
6               131.253000      16.090184       131.898645      0.020309        0.121989       
7               181.606000      19.780962       138.997151      0.020323        0.142312       
8               181.606000      23.468109       144.317001      0.020303        0.162615       
9               181.606000      27.155437       148.456078      0.020304        0.182919       
10              181.606000      30.854388       151.777479      0.020368        0.203287       
11              181.606000      34.546257       154.489199      0.020329        0.223616       
12              172.476000      38.048209       155.986428      0.020304        0.243920       
13              172.476000      41.560683       157.257064      0.020365        0.264285       
14              172.476000      45.063671       158.343157      0.020310        0.284595       
15              172.476000      48.565278       159.284212      0.020302        0.304897       
16              172.476000      52.081547       160.111000      0.020387        0.325284       
