#timestep       power           acc-energy      avg-power       dt              acc-time       
1               266.538000      5.380336        266.538000      0.020186        0.020186       
2               266.538000      10.845431       266.538000      0.020504        0.040690       
3               266.538000      16.256952       266.538000      0.020303        0.060993       
4               266.538000      21.687931       266.538000      0.020376        0.081369       
5               266.538000      27.067734       266.538000      0.020184        0.101553       
6               282.348000      32.767775       269.159732      0.020188        0.121741       
7               282.348000      38.464993       271.034836      0.020178        0.141919       
8               282.348000      44.165317       272.443782      0.020189        0.162108       
9               282.348000      49.863382       273.540267      0.020181        0.182289       
10              282.348000      55.558341       274.417738      0.020170        0.202459       
11              300.356000      61.615020       276.767193      0.020165        0.222624       
12              300.356000      67.671999       278.726466      0.020166        0.242790       
13              300.356000      73.739490       280.387885      0.020201        0.262991       
