#timestep       power           acc-energy      avg-power       dt              acc-time       
1               258.412000      5.207260        258.412000      0.020151        0.020151       
2               258.412000      10.428991       258.412000      0.020207        0.040358       
3               248.447000      15.445136       255.089126      0.020190        0.060548       
4               248.447000      20.460039       253.428451      0.020185        0.080733       
5               248.447000      25.473948       252.432250      0.020181        0.100914       
6               248.447000      30.487608       251.768118      0.020180        0.121094       
7               248.447000      35.501269       251.293720      0.020180        0.141274       
8               253.699000      40.630302       251.594836      0.020217        0.161491       
9               253.699000      45.749694       251.828556      0.020179        0.181670       
10              253.699000      50.857162       252.015154      0.020132        0.201802       
11              253.699000      55.967928       252.167988      0.020145        0.221947       
12              253.699000      61.093409       252.295723      0.020203        0.242150       
