#timestep       power           acc-energy      avg-power       dt              acc-time       
1               16.919000       0.341442        16.919000       0.020181        0.020181       
2               16.919000       0.689635        16.919000       0.020580        0.040761       
3               16.919000       1.033463        16.919000       0.020322        0.061083       
4               16.919000       1.375430        16.919000       0.020212        0.081295       
5               31.077000       2.007039        19.750628       0.020324        0.101619       
6               31.077000       2.638772        21.638682       0.020328        0.121947       
7               31.077000       3.271034        22.988178       0.020345        0.142292       
8               31.077000       3.897608        23.992074       0.020162        0.162454       
9               31.077000       4.524307        24.774434       0.020166        0.182620       
10              44.734000       5.425608        26.757712       0.020148        0.202768       
11              44.734000       6.329413        28.386584       0.020204        0.222972       
