#timestep       power           acc-energy      avg-power       dt              acc-time       
1               122.903000      2.480551        122.903000      0.020183        0.020183       
2               125.439000      5.040134        124.177935      0.020405        0.040588       
3               125.439000      7.592567        124.599035      0.020348        0.060936       
4               125.439000      10.139355       124.808957      0.020303        0.081239       
5               125.439000      12.689530       124.935066      0.020330        0.101569       
6               125.439000      15.239328       125.019100      0.020327        0.121896       
7               126.058000      17.786960       125.166850      0.020210        0.142106       
8               126.058000      20.346442       125.278259      0.020304        0.162410       
9               126.058000      22.909705       125.365021      0.020334        0.182744       
10              126.058000      25.469061       125.434313      0.020303        0.203047       
11              126.058000      28.029803       125.491036      0.020314        0.223361       
12              126.454000      30.603774       125.571462      0.020355        0.243716       
