#timestep       power           acc-energy      avg-power       dt              acc-time       
1               116.029000      2.341813        116.029000      0.020183        0.020183       
2               116.029000      4.722380        116.029000      0.020517        0.040700       
3               123.949000      7.241272        118.666577      0.020322        0.061022       
4               123.949000      9.772310        119.991042      0.020420        0.081442       
5               123.949000      12.275832       120.777571      0.020198        0.101640       
6               123.949000      14.779478       121.303345      0.020199        0.121839       
7               123.949000      17.282009       121.679435      0.020190        0.142029       
8               135.484000      20.016889       123.397272      0.020186        0.162215       
9               135.484000      22.751904       124.734948      0.020187        0.182402       
10              135.484000      25.489900       125.807089      0.020209        0.202611       
11              135.484000      28.223967       126.683606      0.020180        0.222791       
12              135.484000      30.959660       127.414923      0.020192        0.242983       
13              145.326000      33.906436       128.794483      0.020277        0.263260       
14              145.326000      36.842166       129.972610      0.020201        0.283461       
15              145.326000      39.776443       130.993517      0.020191        0.303652       
16              145.326000      42.709849       131.886871      0.020185        0.323837       
17              145.326000      45.646887       132.676312      0.020210        0.344047       
18              211.616000      49.918779       137.051399      0.020187        0.364234       
19              211.616000      54.194057       140.969931      0.020203        0.384437       
20              211.616000      58.470182       144.497835      0.020207        0.404644       
21              211.616000      62.743132       147.687889      0.020192        0.424836       
22              211.616000      67.013966       150.587091      0.020182        0.445018       
23              231.522000      71.686080       154.097997      0.020180        0.465198       
24              231.522000      76.358657       157.317271      0.020182        0.485380       
25              231.522000      81.028687       160.277969      0.020171        0.505551       
26              231.522000      85.697329       163.010691      0.020165        0.525716       
27              231.522000      90.364118       165.540552      0.020157        0.545873       
28              253.779000      95.482079       168.684331      0.020167        0.566040       
29              253.779000      100.602578      171.613204      0.020177        0.586217       
30              253.779000      105.725360      174.348347      0.020186        0.606403       
31              253.779000      110.847636      176.907015      0.020184        0.626587       
32              253.779000      115.970165      179.306100      0.020185        0.646772       
33              276.062000      121.544409      182.235336      0.020192        0.666964       
34              276.062000      127.119205      184.992687      0.020194        0.687158       
35              276.062000      132.692621      187.591975      0.020189        0.707347       
36              276.062000      138.263276      190.045821      0.020179        0.727526       
37              276.062000      143.837796      192.368785      0.020193        0.747719       
38              288.600000      149.673865      194.902818      0.020222        0.767941       
39              288.600000      155.514840      197.308788      0.020239        0.788180       
40              288.600000      161.341963      199.589004      0.020191        0.808371       
41              288.600000      167.167642      201.757565      0.020186        0.828557       
42              288.600000      173.004577      203.826869      0.020225        0.848782       
