#timestep       power           acc-energy      avg-power       dt              acc-time       
1               261.683000      5.265062        261.683000      0.020120        0.020120       
2               261.683000      10.556292       261.683000      0.020220        0.040340       
3               250.158000      15.603480       257.840572      0.020176        0.060516       
4               250.158000      20.651418       255.919429      0.020179        0.080695       
5               250.158000      25.722871       254.762612      0.020273        0.100968       
6               250.158000      30.768808       253.995893      0.020171        0.121139       
7               250.158000      35.812994       253.448224      0.020164        0.141303       
8               254.489000      40.942729       253.578156      0.020157        0.161460       
9               254.489000      46.069665       253.679199      0.020146        0.181606       
10              254.489000      51.203980       253.760166      0.020175        0.201781       
11              254.489000      56.336260       253.826391      0.020167        0.221948       
12              254.489000      61.482282       253.881718      0.020221        0.242169       
