#timestep       power           acc-energy      avg-power       dt              acc-time       
1               22.380000       0.451673        22.380000       0.020182        0.020182       
2               22.380000       0.913037        22.380000       0.020615        0.040797       
3               22.380000       1.364621        22.380000       0.020178        0.060975       
4               22.380000       1.816227        22.380000       0.020179        0.081154       
5               22.380000       2.268303        22.380000       0.020200        0.101354       
6               49.185000       3.263413        26.840372       0.020232        0.121586       
7               49.185000       4.255672        30.020257       0.020174        0.141760       
8               49.185000       5.249307        32.410732       0.020202        0.161962       
9               49.185000       6.241614        34.268789       0.020175        0.182137       
10              49.185000       7.235692        35.758655       0.020211        0.202348       
11              82.444000       8.899660        39.992898       0.020183        0.222531       
12              82.444000       10.567667       43.530796       0.020232        0.242763       
