#timestep       power           acc-energy      avg-power       dt              acc-time       
1               15.433000       0.311500        15.433000       0.020184        0.020184       
2               22.001000       0.764038        18.748024       0.020569        0.040753       
3               22.001000       1.211385        19.830805       0.020333        0.061086       
4               22.001000       1.658181        20.372274       0.020308        0.081394       
5               22.001000       2.105417        20.697757       0.020328        0.101722       
6               22.001000       2.552698        20.914836       0.020330        0.122052       
7               37.984000       3.324532        23.351027       0.020320        0.142372       
8               37.984000       4.097317        25.180632       0.020345        0.162717       
9               37.984000       4.868772        26.601386       0.020310        0.183027       
10              37.984000       5.641518        27.740034       0.020344        0.203371       
