#timestep       power           acc-energy      avg-power       dt              acc-time       
1               10.592000       0.243118        10.592000       0.022953        0.022953       
2               10.592000       0.458316        10.592000       0.020317        0.043270       
3               10.592000       0.672190        10.592000       0.020192        0.063462       
4               10.592000       0.885957        10.592000       0.020182        0.083644       
5               10.590000       1.099663        10.591611       0.020180        0.103824       
6               10.590000       1.313391        10.591349       0.020182        0.124006       
7               10.590000       1.527129        10.591160       0.020183        0.144189       
8               10.590000       1.740962        10.591018       0.020192        0.164381       
9               10.590000       1.954711        10.590906       0.020184        0.184565       
10              10.589000       2.169794        10.590717       0.020312        0.204877       
11              10.589000       2.403557        10.590550       0.022076        0.226953       
12              10.589000       2.617519        10.590424       0.020206        0.247159       
13              10.589000       2.831257        10.590316       0.020185        0.267344       
14              10.589000       3.044605        10.590224       0.020148        0.287492       
15              10.590000       3.257983        10.590209       0.020149        0.307641       
16              10.590000       3.471435        10.590196       0.020156        0.327797       
17              10.590000       3.695551        10.590184       0.021163        0.348960       
18              10.590000       3.939068        10.590173       0.022995        0.371955       
19              10.590000       4.155252        10.590164       0.020414        0.392369       
20              10.590000       4.405038        10.590155       0.023587        0.415956       
21              10.590000       4.619888        10.590148       0.020288        0.436244       
22              10.590000       4.834834        10.590141       0.020297        0.456541       
23              10.590000       5.057806        10.590135       0.021055        0.477596       
24              10.582000       5.272536        10.589803       0.020292        0.497888       
25              10.582000       5.489901        10.589494       0.020541        0.518429       
26              10.582000       5.707075        10.589209       0.020523        0.538952       
27              10.582000       5.919943        10.588949       0.020116        0.559068       
28              10.582000       6.132800        10.588708       0.020115        0.579183       
29              10.581000       6.345658        10.588449       0.020117        0.599300       
30              10.581000       6.558484        10.588207       0.020114        0.619414       
31              10.581000       6.771321        10.587981       0.020115        0.639529       
32              10.581000       6.984126        10.587768       0.020112        0.659641       
33              10.581000       7.196973        10.587568       0.020116        0.679757       
34              10.468000       7.407411        10.584133       0.020103        0.699860       
35              10.468000       7.638649        10.580580       0.022090        0.721950       
36              10.468000       7.849150        10.577529       0.020109        0.742059       
37              10.468000       8.066320        10.574550       0.020746        0.762805       
38              10.468000       8.287707        10.571676       0.021149        0.783954       
39              10.478000       8.501081        10.569304       0.020364        0.804318       
40              10.478000       8.718039        10.567012       0.020706        0.825024       
41              10.478000       8.929590        10.564886       0.020190        0.845214       
42              10.478000       9.167828        10.562610       
