#timestep       power           acc-energy      avg-power       dt              acc-time       
1               345.472000      6.979916        345.472000      0.020204        0.020204       
2               345.472000      14.072111       345.472000      0.020529        0.040733       
3               330.349000      20.790088       340.436035      0.020336        0.061069       
4               330.349000      27.506083       337.916724      0.020330        0.081399       
5               330.349000      34.229677       336.402986      0.020353        0.101752       
6               330.349000      40.938404       335.395741      0.020308        0.122060       
7               330.349000      47.659024       334.674757      0.020344        0.142404       
8               315.397000      54.082715       332.262595      0.020367        0.162771       
9               315.397000      60.445849       330.402683      0.020175        0.182946       
10              315.397000      66.831062       328.907587      0.020245        0.203191       
