#timestep       power           acc-energy      avg-power       dt              acc-time       
1               286.885000      5.797659        286.885000      0.020209        0.020209       
2               274.125000      11.412835       280.461884      0.020484        0.040693       
3               274.125000      16.970446       278.354613      0.020274        0.060967       
4               274.125000      22.528056       277.299097      0.020274        0.081241       
5               274.125000      28.085666       276.665185      0.020274        0.101515       
6               291.354000      33.992869       279.110506      0.020275        0.121790       
7               291.354000      39.906189       280.859405      0.020296        0.142086       
8               291.354000      45.821841       282.171568      0.020304        0.162390       
9               291.354000      51.740115       283.192475      0.020313        0.182703       
10              291.354000      57.655766       284.008760      0.020304        0.203007       
11              316.012000      64.081870       286.922614      0.020335        0.223342       
12              316.012000      70.497862       289.346640      0.020303        0.243645       
13              316.012000      76.917330       291.398777      0.020314        0.263959       
14              316.012000      83.333953       293.156902      0.020305        0.284264       
15              316.012000      89.802403       294.692085      0.020469        0.304733       
