#timestep       power           acc-energy      avg-power       dt              acc-time       
1               15.081000       0.304425        15.081000       0.020186        0.020186       
2               15.081000       0.615229        15.081000       0.020609        0.040795       
3               33.386000       1.289360        21.141547       0.020192        0.060987       
4               33.386000       1.963156        24.186029       0.020182        0.081169       
5               33.386000       2.637353        26.018889       0.020194        0.101363       
6               33.386000       3.311516        27.242721       0.020193        0.121556       
7               33.386000       3.984878        28.116976       0.020169        0.141725       
8               54.718000       5.090510        31.436293       0.020206        0.161931       
9               54.718000       6.194063        34.014810       0.020168        0.182099       
10              54.718000       7.297561        36.079029       0.020167        0.202266       
11              54.718000       8.404232        37.773359       0.020225        0.222491       
