#timestep       power           acc-energy      avg-power       dt              acc-time       
1               39.629000       0.799792        39.629000       0.020182        0.020182       
2               39.629000       1.615595        39.629000       0.020586        0.040768       
3               39.629000       2.414436        39.629000       0.020158        0.060926       
4               48.468000       3.393393        41.829707       0.020198        0.081124       
5               48.468000       4.370556        43.151073       0.020161        0.101285       
6               48.468000       5.348350        44.034200       0.020174        0.121459       
7               48.468000       6.326434        44.665905       0.020180        0.141639       
8               48.468000       7.305003        45.140260       0.020190        0.161829       
9               102.523000      9.373712        51.501932       0.020178        0.182007       
10              102.523000      11.441396       56.591547       0.020168        0.202175       
11              102.523000      13.508670       60.757086       0.020164        0.222339       
12              102.523000      15.566511       64.215367       0.020072        0.242411       
13              102.523000      17.634298       67.157810       0.020169        0.262580       
14              116.305000      19.979588       70.662923       0.020165        0.282745       
15              116.305000      22.323832       73.700093       0.020156        0.302901       
16              116.305000      24.674821       76.365446       0.020214        0.323115       
17              116.305000      27.022089       78.713442       0.020182        0.343297       
18              116.305000      29.375171       80.805579       0.020232        0.363529       
19              129.737000      31.995729       83.381273       0.020199        0.383728       
20              129.737000      34.618622       85.701325       0.020217        0.403945       
