#timestep       power           acc-energy      avg-power       dt              acc-time       
1               122.432000      2.471167        122.432000      0.020184        0.020184       
2               122.432000      4.982982        122.432000      0.020516        0.040700       
3               122.432000      7.478636        122.432000      0.020384        0.061084       
4               122.432000      9.964373        122.432000      0.020303        0.081387       
5               122.432000      12.453783       122.432000      0.020333        0.101720       
6               122.838000      14.950220       122.499608      0.020323        0.122043       
7               122.838000      17.445059       122.547888      0.020310        0.142353       
8               122.838000      19.940636       122.584121      0.020316        0.162669       
9               122.838000      22.435722       122.612303      0.020312        0.182981       
10              122.838000      24.930193       122.634848      0.020307        0.203288       
11              123.088000      27.437372       122.676118      0.020369        0.223657       
