#timestep       power           acc-energy      avg-power       dt              acc-time       
1               92.487000       1.866665        92.487000       0.020183        0.020183       
2               91.935000       3.731567        92.210304       0.020285        0.040468       
3               91.935000       5.582126        92.118854       0.020129        0.060597       
4               91.935000       7.435260        92.072962       0.020157        0.080754       
5               91.935000       9.288670        92.045401       0.020160        0.100914       
6               91.935000       11.136839       92.027062       0.020103        0.121017       
7               128.562000      13.722221       97.233136       0.020110        0.141127       
8               128.562000      16.305160       101.137341      0.020091        0.161218       
9               128.562000      18.901469       104.190270      0.020195        0.181413       
10              128.562000      21.484023       106.619932      0.020088        0.201501       
11              128.562000      24.074933       108.614926      0.020153        0.221654       
12              135.432000      26.808628       110.853203      0.020185        0.241839       
13              135.432000      29.545709       112.748793      0.020210        0.262049       
14              135.432000      32.287123       114.375319      0.020242        0.282291       
