#timestep       power           acc-energy      avg-power       dt              acc-time       
1               23.926000       0.483544        23.926000       0.020210        0.020210       
2               23.926000       0.978478        23.926000       0.020686        0.040896       
3               23.926000       1.461137        23.926000       0.020173        0.061069       
4               40.612000       2.280687        28.070340       0.020180        0.081249       
5               40.612000       3.099831        30.564599       0.020170        0.101419       
6               40.612000       3.919097        32.231536       0.020173        0.121592       
7               40.612000       4.738119        33.423763       0.020167        0.141759       
8               40.612000       5.558400        34.320223       0.020198        0.161957       
9               65.663000       6.882889        37.791491       0.020171        0.182128       
10              65.663000       8.206983        40.569783       0.020165        0.202293       
11              65.663000       9.532325        42.846340       0.020184        0.222477       
12              65.663000       10.858783       44.745644       0.020201        0.242678       
13              65.663000       12.179989       46.347165       0.020121        0.262799       
14              90.925000       14.007763       49.514717       0.020102        0.282901       
15              90.925000       15.835083       52.261344       0.020097        0.302998       
16              90.925000       17.669495       54.675033       0.020175        0.323173       
17              90.925000       19.504634       56.805863       0.020183        0.343356       
18              90.925000       21.339955       58.700270       0.020185        0.363541       
19              118.697000      23.737278       61.858034       0.020197        0.383738       
20              118.697000      26.133533       64.698814       0.020188        0.403926       
21              118.697000      28.532518       67.271939       0.020211        0.424137       
