#timestep       power           acc-energy      avg-power       dt              acc-time       
1               56.790000       1.147669        56.790000       0.020209        0.020209       
2               56.790000       2.313284        56.790000       0.020525        0.040734       
3               56.790000       3.466291        56.790000       0.020303        0.061037       
4               69.289000       4.874521        59.912254       0.020324        0.081361       
5               69.289000       6.282681        61.786330       0.020323        0.101684       
6               69.289000       7.689802        63.035299       0.020308        0.121992       
7               69.289000       9.100803        63.929890       0.020364        0.142356       
8               69.289000       10.498917       64.595204       0.020178        0.162534       
9               83.764000       12.187850       66.710731       0.020163        0.182697       
10              83.764000       13.876533       68.405491       0.020160        0.202857       
11              83.764000       15.566806       69.795039       0.020179        0.223036       
12              83.764000       17.254400       70.952327       0.020147        0.243183       
13              83.764000       18.943836       71.933518       0.020169        0.263352       
14              96.335000       20.889417       73.671539       0.020196        0.283548       
15              96.335000       22.830471       75.175163       0.020149        0.303697       
16              96.335000       24.773837       76.493153       0.020173        0.323870       
17              96.335000       26.715662       77.655713       0.020157        0.344027       
18              96.335000       28.652573       78.687110       0.020106        0.364133       
19              108.810000      30.846945       80.267876       0.020167        0.384300       
20              108.810000      33.053067       81.698245       0.020275        0.404575       
