#timestep       power           acc-energy      avg-power       dt              acc-time       
1               17.122000       0.345128        17.122000       0.020157        0.020157       
2               17.122000       0.692602        17.122000       0.020294        0.040451       
3               17.122000       1.041257        17.122000       0.020363        0.060814       
4               17.122000       1.389450        17.122000       0.020336        0.081150       
5               32.495000       2.051113        20.205626       0.020362        0.101512       
6               32.495000       2.712582        22.258359       0.020356        0.121868       
7               32.495000       3.372718        23.720963       0.020315        0.142183       
8               32.495000       4.032724        24.817677       0.020311        0.162494       
9               32.495000       4.694809        25.673073       0.020375        0.182869       
10              48.512000       5.680476        27.956887       0.020318        0.203187       
