#timestep       power           acc-energy      avg-power       dt              acc-time       
1               243.946000      4.922342        243.946000      0.020178        0.020178       
2               243.946000      9.917869        243.946000      0.020478        0.040656       
3               266.338000      15.324530       251.403143      0.020300        0.060956       
4               266.338000      20.727463       255.132353      0.020286        0.081242       
5               266.338000      26.127732       257.370436      0.020276        0.101518       
6               266.338000      31.534926       258.864932      0.020302        0.121820       
7               266.338000      36.935462       259.931326      0.020277        0.142097       
8               290.193000      42.825799       263.713779      0.020298        0.162395       
9               290.193000      48.722811       266.658700      0.020321        0.182716       
10              290.193000      54.628529       269.017264      0.020351        0.203067       
11              290.193000      60.522929       270.942788      0.020312        0.223379       
