#timestep       power           acc-energy      avg-power       dt              acc-time       
1               296.568000      5.991267        296.568000      0.020202        0.020202       
2               296.568000      12.079511       296.568000      0.020529        0.040731       
3               283.243000      17.830194       292.135430      0.020303        0.061034       
4               283.243000      23.580593       289.915821      0.020302        0.081336       
5               283.243000      29.340906       288.581099      0.020337        0.101673       
6               283.243000      35.096404       287.691949      0.020320        0.121993       
7               283.243000      40.861249       287.055826      0.020353        0.142346       
8               258.049000      46.113320       283.427187      0.020353        0.162699       
9               258.049000      51.354811       280.610517      0.020312        0.183011       
10              258.049000      56.621849       278.346734      0.020411        0.203422       
11              258.049000      61.838052       276.512064      0.020214        0.223636       
12              258.049000      67.045997       274.983786      0.020182        0.243818       
13              241.485000      71.922062       272.421734      0.020192        0.264010       
14              241.485000      76.802715       270.221818      0.020211        0.284221       
15              241.485000      81.664533       268.320879      0.020133        0.304354       
16              241.485000      86.554604       266.646757      0.020250        0.324604       
17              241.485000      91.438397       265.171032      0.020224        0.344828       
18              222.001000      95.922595       262.782191      0.020199        0.365027       
19              222.001000      100.387257      260.652693      0.020111        0.385138       
20              222.001000      104.865683      258.728934      0.020173        0.405311       
21              222.001000      109.341001      256.988745      0.020159        0.425470       
22              222.001000      113.818317      255.405323      0.020168        0.445638       
23              200.083000      117.858193      253.007420      0.020191        0.465829       
24              200.083000      121.892867      250.811465      0.020165        0.485994       
25              200.083000      125.929141      248.789710      0.020173        0.506167       
26              200.083000      129.964215      246.923465      0.020167        0.526334       
27              200.083000      134.009093      245.190912      0.020216        0.546550       
28              177.758000      137.593939      242.791267      0.020167        0.566717       
29              177.758000      141.182517      240.554293      0.020188        0.586905       
30              177.758000      144.775184      238.463793      0.020211        0.607116       
31              177.758000      148.361985      236.511086      0.020178        0.627294       
32              177.758000      151.953763      234.677627      0.020206        0.647500       
33              159.577000      155.173229      232.408326      0.020175        0.667675       
34              159.577000      158.389823      230.273995      0.020157        0.687832       
35              159.577000      161.612480      228.257510      0.020195        0.708027       
36              159.577000      164.836734      226.351950      0.020205        0.728232       
37              159.577000      168.061306      224.549103      0.020207        0.748439       
38              137.454000      170.833478      222.263755      0.020168        0.768607       
39              137.454000      173.605101      220.095694      0.020164        0.788771       
40              137.454000      176.380709      218.032829      0.020193        0.808964       
41              137.454000      179.156043      216.070630      0.020191        0.829155       
42              137.454000      181.921205      214.208411      0.020117        0.849272       
43              95.313000       183.841381      211.453387      0.020146        0.869418       
44              95.313000       185.772804      208.808095      0.020264        0.889682       
45              95.313000       187.693456      206.294403      0.020151        0.909833       
46              95.313000       189.618874      203.883808      0.020201        0.930034       
