#timestep       power           acc-energy      avg-power       dt              acc-time       
1               110.145000      2.224819        110.145000      0.020199        0.020199       
2               110.145000      4.487638        110.145000      0.020544        0.040743       
3               110.145000      6.724352        110.145000      0.020307        0.061050       
4               110.145000      8.960736        110.145000      0.020304        0.081354       
5               110.145000      11.201526       110.145000      0.020344        0.101698       
6               120.976000      13.658549       111.947977      0.020310        0.122008       
7               120.976000      16.116055       113.236571      0.020314        0.142322       
8               120.976000      18.581304       114.205926      0.020378        0.162700       
9               120.976000      21.024294       114.953435      0.020194        0.182894       
10              120.976000      23.474662       115.553916      0.020255        0.203149       
11              196.804000      27.472539       122.939989      0.020314        0.223463       
12              196.804000      31.469628       129.093985      0.020310        0.243773       
13              196.804000      35.466717       134.301403      0.020310        0.264083       
14              196.804000      39.467349       138.768715      0.020328        0.284411       
15              196.804000      43.481363       142.652116      0.020396        0.304807       
16              209.371000      47.716520       146.804252      0.020228        0.325035       
17              209.371000      51.939952       150.460309      0.020172        0.345207       
18              209.371000      56.170502       153.717854      0.020206        0.365413       
19              209.371000      60.382628       156.621979      0.020118        0.385531       
20              209.371000      64.603338       159.243112      0.020159        0.405690       
21              231.691000      69.279557       162.676567      0.020183        0.425873       
22              231.691000      73.955545       165.799162      0.020182        0.446055       
23              231.691000      78.627826       168.649258      0.020166        0.466221       
24              231.691000      83.309374       171.267989      0.020206        0.486427       
25              231.691000      87.970766       173.667871      0.020119        0.506546       
26              254.022000      93.091849       176.743476      0.020160        0.526706       
27              254.022000      98.249004       179.611639      0.020302        0.547008       
28              254.022000      103.376184      182.259594      0.020184        0.567192       
29              254.022000      108.504634      184.726155      0.020189        0.587381       
30              254.022000      113.634100      187.029235      0.020193        0.607574       
31              276.487000      119.214714      189.905527      0.020184        0.627758       
32              276.487000      124.798922      192.604304      0.020197        0.647955       
33              276.487000      130.379812      195.138462      0.020185        0.668140       
34              276.487000      135.964849      197.525713      0.020200        0.688340       
35              276.487000      141.546569      199.775547      0.020188        0.708528       
36              286.517000      147.329628      202.178128      0.020184        0.728712       
37              286.517000      153.124148      204.455585      0.020224        0.748936       
38              286.517000      158.904055      206.607978      0.020173        0.769109       
39              286.517000      164.687401      208.651530      0.020185        0.789294       
40              286.517000      170.471033      210.593261      0.020186        0.809480       
41              287.875000      176.293017      212.477000      0.020224        0.829704       
42              287.875000      182.104350      214.267888      0.020187        0.849891       
43              287.875000      187.920000      215.976913      0.020202        0.870093       
44              287.875000      193.736803      217.608694      0.020206        0.890299       
45              287.875000      199.546984      219.166314      0.020183        0.910482       
46              288.993000      205.407184      220.687593      0.020278        0.930760       
47              288.993000      211.242819      222.138023      0.020193        0.950953       
