#timestep       power           acc-energy      avg-power       dt              acc-time       
1               336.668000      6.801704        336.668000      0.020203        0.020203       
2               336.668000      13.722588       336.668000      0.020557        0.040760       
3               336.668000      20.558968       336.668000      0.020306        0.061066       
4               320.911000      27.085977       332.731121      0.020339        0.081405       
5               320.911000      33.607851       330.369723      0.020323        0.101728       
6               320.911000      40.124912       328.795698      0.020308        0.122036       
7               320.911000      46.641331       327.670895      0.020306        0.142342       
8               320.911000      53.179892       326.824438      0.020375        0.162717       
9               305.046000      59.374461       324.408063      0.020307        0.183024       
10              305.046000      65.589163       322.468687      0.020373        0.203397       
