#timestep       power           acc-energy      avg-power       dt              acc-time       
1               19.450000       0.392559        19.450000       0.020183        0.020183       
2               19.450000       0.792218        19.450000       0.020548        0.040731       
3               29.809000       1.397788        22.897287       0.020315        0.061046       
4               29.809000       2.003089        24.622497       0.020306        0.081352       
5               29.809000       2.608391        25.658491       0.020306        0.101658       
6               29.809000       3.213722        26.349545       0.020307        0.121965       
7               29.809000       3.819054        26.843326       0.020307        0.142272       
8               47.127000       4.776109        29.376976       0.020308        0.162580       
9               47.127000       5.733211        31.348036       0.020309        0.182889       
10              47.127000       6.690266        32.925024       0.020308        0.203197       
11              47.127000       7.647934        34.216188       0.020321        0.223518       
12              47.127000       8.605884        35.292437       0.020327        0.243845       
13              62.266000       9.871565        37.367947       0.020327        0.264172       
14              62.266000       11.136001       39.145248       0.020307        0.284479       
15              62.266000       12.403675       40.689397       0.020359        0.304838       
