#timestep       power           acc-energy      avg-power       dt              acc-time       
1               259.850000      5.252608        259.850000      0.020214        0.020214       
2               259.850000      10.554587       259.850000      0.020404        0.040618       
3               259.850000      15.836298       259.850000      0.020326        0.060944       
4               259.850000      21.118789       259.850000      0.020329        0.081273       
5               259.850000      26.408815       259.850000      0.020358        0.101631       
6               262.390000      31.746615       260.273625      0.020343        0.121974       
7               262.390000      37.086776       260.576257      0.020352        0.142326       
8               262.390000      42.419853       260.802904      0.020325        0.162651       
9               262.390000      47.748994       260.979083      0.020310        0.182961       
10              262.390000      53.083908       261.120194      0.020332        0.203293       
11              267.263000      58.511752       261.678124      0.020309        0.223602       
12              267.263000      63.939596       262.143143      0.020309        0.243911       
