#timestep       power           acc-energy      avg-power       dt              acc-time       
1               19.077000       0.385069        19.077000       0.020185        0.020185       
2               19.077000       0.776892        19.077000       0.020539        0.040724       
3               19.077000       1.164823        19.077000       0.020335        0.061059       
4               19.077000       1.552200        19.077000       0.020306        0.081365       
5               19.077000       1.939578        19.077000       0.020306        0.101671       
6               34.095000       2.631911        21.577107       0.020306        0.121977       
7               34.095000       3.327312        23.370389       0.020396        0.142373       
8               34.095000       4.016406        24.703577       0.020211        0.162584       
9               34.095000       4.704887        25.741131       0.020193        0.182777       
10              34.095000       5.393469        26.572349       0.020196        0.202973       
11              47.620000       6.355822        28.478201       0.020209        0.223182       
12              47.620000       7.316936        30.065689       0.020183        0.243365       
