#timestep       power           acc-energy      avg-power       dt              acc-time       
1               219.595000      4.432525        219.595000      0.020185        0.020185       
2               219.595000      8.912702        219.595000      0.020402        0.040587       
3               210.132000      13.190149       216.434197      0.020356        0.060943       
4               210.132000      17.456459       214.859307      0.020303        0.081246       
5               210.132000      21.722559       213.914199      0.020302        0.101548       
6               210.132000      25.992021       213.283616      0.020318        0.121866       
7               197.483000      30.002111       211.026861      0.020306        0.142172       
8               197.483000      34.012398       209.334118      0.020307        0.162479       
9               197.483000      38.030387       208.015246      0.020346        0.182825       
10              197.483000      42.045414       206.961223      0.020331        0.203156       
11              197.483000      46.055306       206.099975      0.020305        0.223461       
12              182.498000      49.762753       204.133111      0.020315        0.243776       
13              182.498000      53.469105       202.469301      0.020309        0.264085       
14              182.498000      57.177282       201.042468      0.020319        0.284404       
15              182.498000      60.885641       199.805862      0.020320        0.304724       
16              182.498000      64.594001       198.723868      0.020320        0.325044       
17              163.185000      67.912857       196.631143      0.020338        0.345382       
18              163.185000      71.227308       194.773506      0.020311        0.365693       
19              163.185000      74.540942       193.111750      0.020306        0.385999       
20              163.185000      77.854740       191.616024      0.020307        0.406306       
21              163.185000      81.173270       190.260852      0.020336        0.426642       
22              142.593000      84.084164       188.084186      0.020414        0.447056       
23              142.593000      86.962404       186.118949      0.020185        0.467241       
24              142.593000      89.839930       184.316905      0.020180        0.487421       
25              142.593000      92.725442       182.653726      0.020236        0.507657       
