#timestep       power           acc-energy      avg-power       dt              acc-time       
1               17.441000       0.352029        17.441000       0.020184        0.020184       
2               17.441000       0.710982        17.441000       0.020581        0.040765       
3               17.441000       1.062750        17.441000       0.020169        0.060934       
4               28.201000       1.631564        20.116937       0.020170        0.081104       
5               28.201000       2.200914        21.728195       0.020189        0.101293       
6               28.201000       2.769672        22.802972       0.020168        0.121461       
7               28.201000       3.338881        23.572176       0.020184        0.141645       
8               28.201000       3.907949        24.149377       0.020179        0.161824       
9               67.734000       5.278208        28.992538       0.020230        0.182054       
10              67.734000       6.644131        32.855956       0.020166        0.202220       
11              67.734000       8.009717        36.017990       0.020161        0.222381       
12              67.734000       9.374692        38.653264       0.020152        0.242533       
13              67.734000       10.739600       40.884104       0.020151        0.262684       
14              86.444000       12.481879       44.130685       0.020155        0.282839       
15              86.444000       14.227961       46.951079       0.020199        0.303038       
