#timestep       power           acc-energy      avg-power       dt              acc-time       
1               74.392000       1.501454        74.392000       0.020183        0.020183       
2               74.392000       3.028424        74.392000       0.020526        0.040709       
3               74.392000       4.539028        74.392000       0.020306        0.061015       
4               74.392000       6.049706        74.392000       0.020307        0.081322       
5               83.002000       7.735975        76.113017       0.020316        0.101638       
6               83.002000       9.421330        77.260117       0.020305        0.121943       
7               83.002000       11.106520       78.079665       0.020303        0.142246       
8               83.002000       12.792623       78.694775       0.020314        0.162560       
9               83.002000       14.479555       79.173440       0.020324        0.182884       
10              92.356000       16.355213       80.491028       0.020309        0.203193       
11              92.356000       18.232903       81.570226       0.020331        0.223524       
12              92.356000       20.108746       82.468661       0.020311        0.243835       
13              92.356000       21.986343       83.229585       0.020330        0.264165       
14              92.356000       23.863017       83.881461       0.020320        0.284485       
15              182.587000      27.572820       90.461117       0.020318        0.304803       
16              182.587000      31.284266       96.220791       0.020327        0.325130       
17              182.587000      34.991330       101.297009      0.020303        0.345433       
18              182.587000      38.702411       105.814256      0.020325        0.365758       
19              182.587000      42.417691       109.860222      0.020348        0.386106       
20              207.133000      46.623941       114.720594      0.020307        0.406413       
21              207.133000      50.831226       119.119400      0.020312        0.426725       
22              207.133000      55.043069       123.122605      0.020334        0.447059       
23              207.133000      59.250147       126.773535      0.020311        0.467370       
24              228.685000      63.894511       131.017556      0.020309        0.487679       
25              228.685000      68.539103       134.922416      0.020310        0.507989       
26              228.685000      73.194901       138.535399      0.020359        0.528348       
27              228.685000      77.839493       141.872520      0.020310        0.548658       
28              228.685000      82.483628       144.971102      0.020308        0.568966       
29              250.918000      87.578267       148.621629      0.020304        0.589270       
30              250.918000      92.673157       152.029131      0.020305        0.609575       
31              250.918000      97.771309       155.218917      0.020318        0.629893       
32              250.918000      102.894051      158.223323      0.020416        0.650309       
33              250.918000      107.955318      161.011989      0.020171        0.670480       
34              273.382000      113.469160      164.293526      0.020169        0.690649       
35              273.382000      118.987375      167.391227      0.020185        0.710834       
36              273.382000      124.502584      170.316308      0.020174        0.731008       
37              273.382000      130.015879      173.083341      0.020167        0.751175       
38              273.382000      135.535461      175.708596      0.020190        0.771365       
39              281.866000      141.219853      178.413321      0.020167        0.791532       
40              281.866000      146.911009      180.986629      0.020191        0.811723       
41              281.866000      152.629788      183.446619      0.020289        0.832012       
42              281.866000      158.322354      185.779005      0.020196        0.852208       
