#timestep       power           acc-energy      avg-power       dt              acc-time       
1               250.632000      5.058506        250.632000      0.020183        0.020183       
2               250.632000      10.177664       250.632000      0.020425        0.040608       
3               250.632000      15.229904       250.632000      0.020158        0.060766       
4               250.632000      20.289162       250.632000      0.020186        0.080952       
5               253.427000      25.402812       251.189673      0.020178        0.101130       
6               253.427000      30.517475       251.561885      0.020182        0.121312       
7               253.427000      35.631379       251.827882      0.020179        0.141491       
8               253.427000      40.746803       252.027529      0.020185        0.161676       
9               253.427000      45.857158       252.182722      0.020165        0.181841       
10              258.760000      51.084369       252.840345      0.020201        0.202042       
