#timestep       power           acc-energy      avg-power       dt              acc-time       
1               18.599000       0.375458        18.599000       0.020187        0.020187       
2               18.599000       0.757388        18.599000       0.020535        0.040722       
3               29.125000       1.349238        22.103068       0.020321        0.061043       
4               29.125000       1.941087        23.856825       0.020321        0.081364       
5               29.125000       2.532674        24.909258       0.020312        0.101676       
6               29.125000       3.124261        25.611214       0.020312        0.121988       
7               29.125000       3.716430        26.113197       0.020332        0.142320       
8               44.436000       4.618881        28.401336       0.020309        0.162629       
9               44.436000       5.521287        30.181359       0.020308        0.182937       
10              44.436000       6.423738        31.605729       0.020309        0.203246       
11              44.436000       7.327744        32.773129       0.020344        0.223590       
12              44.436000       8.233750        33.747780       0.020389        0.243979       
13              58.085000       9.405963        35.607067       0.020181        0.264160       
14              58.085000       10.578234       37.202504       0.020182        0.284342       
15              58.085000       11.754165       38.590502       0.020245        0.304587       
