#timestep       power           acc-energy      avg-power       dt              acc-time       
1               44.471000       0.897558        44.471000       0.020183        0.020183       
2               44.471000       1.809970        44.471000       0.020517        0.040700       
3               44.471000       2.713309        44.471000       0.020313        0.061013       
4               44.471000       3.616515        44.471000       0.020310        0.081323       
5               44.471000       4.520344        44.471000       0.020324        0.101647       
6               60.446000       5.747881        47.131164       0.020308        0.121955       
7               60.446000       6.975237        49.031612       0.020305        0.142260       
8               60.446000       8.202775        50.457498       0.020308        0.162568       
9               60.446000       9.431158        51.567380       0.020322        0.182890       
10              60.446000       10.658393       52.454530       0.020303        0.203193       
11              75.436000       12.190800       54.543259       0.020314        0.223507       
12              75.436000       13.724867       56.285670       0.020336        0.243843       
13              75.436000       15.257952       57.758956       0.020323        0.264166       
14              75.436000       16.790133       59.021056       0.020311        0.284477       
15              86.393000       18.549354       60.849474       0.020363        0.304840       
