#timestep       power           acc-energy      avg-power       dt              acc-time       
1               43.505000       0.877974        43.505000       0.020181        0.020181       
2               53.662000       1.979226        48.626046       0.020522        0.040703       
3               53.662000       3.070067        50.303405       0.020328        0.061031       
4               53.662000       4.159942        51.142011       0.020310        0.081341       
5               53.662000       5.249925        51.645548       0.020312        0.101653       
6               53.662000       6.339800        51.981339       0.020310        0.121963       
7               112.446000      8.624365        60.615445       0.020317        0.142280       
8               112.446000      10.915453       67.108006       0.020375        0.162655       
9               112.446000      13.185063       72.112967       0.020184        0.182839       
10              112.446000      15.453548       76.120979       0.020174        0.203013       
11              112.446000      17.724508       79.407675       0.020196        0.223209       
12              125.741000      20.261458       83.248591       0.020176        0.243385       
13              125.741000      22.797277       86.500110       0.020167        0.263552       
14              125.741000      25.334353       89.290672       0.020177        0.283729       
15              125.741000      27.873693       91.712707       0.020195        0.303924       
16              125.741000      30.412529       93.832526       0.020191        0.324115       
17              138.959000      33.219084       96.479600       0.020197        0.344312       
18              138.959000      36.022721       98.831020       0.020176        0.364488       
19              138.959000      38.825524       100.935178      0.020170        0.384658       
20              138.959000      41.630689       102.831180      0.020187        0.404845       
21              138.959000      44.435021       104.546594      0.020181        0.425026       
22              150.672000      47.476184       106.637732      0.020184        0.445210       
23              150.672000      50.544620       108.563861      0.020365        0.465575       
24              150.672000      53.582318       110.311605      0.020161        0.485736       
25              150.672000      56.618208       111.919128      0.020149        0.505885       
26              150.672000      59.654550       113.403715      0.020152        0.526037       
27              229.868000      64.296964       117.709776      0.020196        0.546233       
28              229.868000      68.952941       121.720038      0.020255        0.566488       
