#timestep       power           acc-energy      avg-power       dt              acc-time       
1               276.111000      5.579927        276.111000      0.020209        0.020209       
2               276.111000      11.239098       276.111000      0.020496        0.040705       
3               276.111000      16.849398       276.111000      0.020319        0.061024       
4               276.111000      22.460802       276.111000      0.020323        0.081347       
5               276.111000      28.066959       276.111000      0.020304        0.101651       
6               293.298000      34.021789       278.972306      0.020303        0.121954       
7               293.298000      39.982777       281.018690      0.020324        0.142278       
8               293.298000      45.943179       282.553377      0.020322        0.162600       
9               293.298000      51.899768       283.746388      0.020309        0.182909       
10              293.298000      57.859584       284.701413      0.020320        0.203229       
11              293.298000      63.814413       285.482225      0.020303        0.223532       
12              317.726000      70.279501       288.172468      0.020348        0.243880       
13              317.726000      76.730292       290.443717      0.020303        0.264183       
14              317.726000      83.181083       292.390780      0.020303        0.284486       
15              317.726000      89.651256       294.083174      0.020364        0.304850       
