#timestep       power           acc-energy      avg-power       dt              acc-time       
1               107.332000      2.169072        107.332000      0.020209        0.020209       
2               106.555000      4.354409        106.940638      0.020509        0.040718       
3               106.555000      6.519820        106.812248      0.020322        0.061040       
4               106.555000      8.683739        106.748027      0.020308        0.081348       
5               106.555000      10.848190       106.709458      0.020313        0.101661       
6               106.555000      13.011576       106.683746      0.020303        0.121964       
7               194.640000      16.979897       119.281055      0.020388        0.142352       
8               194.640000      20.932257       128.688762      0.020306        0.162658       
9               194.640000      24.885006       136.008907      0.020308        0.182966       
10              194.640000      28.842621       141.872910      0.020333        0.203299       
11              194.640000      32.799652       146.669940      0.020330        0.223629       
12              184.331000      36.543046       149.805261      0.020308        0.243937       
13              184.331000      40.289205       152.460474      0.020323        0.264260       
14              184.331000      44.034442       154.735932      0.020318        0.284578       
15              184.331000      47.780970       156.708756      0.020325        0.304903       
16              184.331000      51.541875       158.441206      0.020403        0.325306       
17              184.238000      55.304752       159.965152      0.020424        0.345730       
18              184.238000      59.056206       161.315205      0.020362        0.366092       
