#timestep       power           acc-energy      avg-power       dt              acc-time       
1               111.115000      2.242745        111.115000      0.020184        0.020184       
2               111.115000      4.521158        111.115000      0.020505        0.040689       
3               111.115000      6.779682        111.115000      0.020326        0.061015       
4               111.115000      9.036538        111.115000      0.020311        0.081326       
5               111.115000      11.292729       111.115000      0.020305        0.101631       
6               146.000000      14.260617       116.929596      0.020328        0.121959       
7               146.000000      17.225001       121.078570      0.020304        0.142263       
8               146.000000      20.191283       124.192905      0.020317        0.162580       
9               146.000000      23.158003       126.615651      0.020320        0.182900       
10              158.544000      26.377397       129.806192      0.020306        0.203206       
11              158.544000      29.596474       132.416780      0.020304        0.223510       
12              158.544000      32.817296       134.593646      0.020315        0.243825       
13              158.544000      36.038910       136.436086      0.020320        0.264145       
14              158.544000      39.259256       138.014728      0.020312        0.284457       
15              184.777000      43.016326       141.134310      0.020333        0.304790       
16              184.777000      46.772104       143.862817      0.020326        0.325116       
17              184.777000      50.526587       146.269450      0.020319        0.345435       
18              184.777000      54.278669       148.407396      0.020306        0.365741       
19              184.777000      58.037957       150.323910      0.020345        0.386086       
20              211.426000      62.333711       153.378684      0.020318        0.406404       
21              211.426000      66.631156       156.143593      0.020326        0.426730       
22              211.426000      70.929869       158.657790      0.020332        0.447062       
23              211.426000      75.228794       160.953356      0.020333        0.467395       
24              211.426000      79.525816       163.056629      0.020324        0.487719       
25              234.570000      84.291575       165.916539      0.020317        0.508036       
26              234.570000      89.055457       168.555502      0.020309        0.528345       
27              234.570000      93.819104       170.998982      0.020308        0.548653       
28              234.570000      98.586740       173.269862      0.020325        0.568978       
29              234.570000      103.355079      175.384399      0.020328        0.589306       
30              256.994000      108.579767      178.105897      0.020330        0.609636       
31              256.994000      113.804712      180.651862      0.020331        0.629967       
32              256.994000      119.024774      183.036472      0.020312        0.650279       
33              256.994000      124.247920      185.277906      0.020324        0.670603       
34              256.994000      129.476720      187.389691      0.020346        0.690949       
35              279.720000      135.158952      190.026687      0.020314        0.711263       
36              279.720000      140.842862      192.517954      0.020320        0.731583       
37              279.720000      146.544675      194.881790      0.020384        0.751967       
38              279.720000      152.225508      197.112830      0.020309        0.772276       
39              279.720000      157.907740      199.230044      0.020314        0.792590       
40              287.426000      163.760596      201.439192      0.020363        0.812953       
