#timestep       power           acc-energy      avg-power       dt              acc-time       
1               269.186000      5.433250        269.186000      0.020184        0.020184       
2               269.186000      10.990326       269.186000      0.020644        0.040828       
3               269.186000      16.421154       269.186000      0.020175        0.061003       
4               269.186000      21.853058       269.186000      0.020179        0.081182       
5               269.186000      27.286846       269.186000      0.020186        0.101368       
6               289.594000      33.134908       272.576197      0.020194        0.121562       
7               289.594000      38.979204       274.999148      0.020181        0.141743       
8               289.594000      44.824080       276.818299      0.020183        0.161926       
9               289.594000      50.671852       278.234844      0.020193        0.182119       
10              289.594000      56.515858       279.367958      0.020180        0.202299       
11              305.868000      62.690110       281.772299      0.020186        0.222485       
12              305.868000      68.874761       283.779736      0.020220        0.242705       
