#timestep       power           acc-energy      avg-power       dt              acc-time       
1               21.102000       0.423960        21.102000       0.020091        0.020091       
2               21.102000       0.857058        21.102000       0.020524        0.040615       
3               21.102000       1.285956        21.102000       0.020325        0.060940       
4               21.102000       1.714685        21.102000       0.020317        0.081257       
5               21.102000       2.143225        21.102000       0.020308        0.101565       
6               34.365000       2.841143        23.312137       0.020309        0.121874       
7               34.365000       3.539921        24.892561       0.020334        0.142208       
8               34.365000       4.238287        26.076951       0.020322        0.162530       
9               34.365000       4.936171        26.997513       0.020308        0.182838       
10              34.365000       5.634365        27.734316       0.020317        0.203155       
11              78.860000       7.235775        32.380338       0.020307        0.223462       
12              78.860000       8.837422        36.252817       0.020310        0.243772       
13              78.860000       10.438832       39.529200       0.020307        0.264079       
14              78.860000       12.040163       42.337545       0.020306        0.284385       
15              78.860000       13.641573       44.771680       0.020307        0.304692       
16              98.589000       15.645789       48.137778       0.020329        0.325021       
17              98.589000       17.647835       51.104560       0.020307        0.345328       
18              98.589000       19.649586       53.741430       0.020304        0.365632       
19              98.589000       21.653408       56.103161       0.020325        0.385957       
20              98.589000       23.658610       58.229984       0.020339        0.406296       
