#timestep       power           acc-energy      avg-power       dt              acc-time       
1               274.495000      5.540133        274.495000      0.020183        0.020183       
2               274.495000      11.174417       274.495000      0.020526        0.040709       
3               274.495000      16.747763       274.495000      0.020304        0.061013       
4               275.338000      22.339603       274.705527      0.020309        0.081322       
5               275.338000      27.939702       274.832064      0.020339        0.101661       
6               275.338000      33.560728       274.916673      0.020415        0.122076       
