#timestep       power           acc-energy      avg-power       dt              acc-time       
1               20.573000       0.415287        20.573000       0.020186        0.020186       
2               20.573000       0.838638        20.573000       0.020578        0.040764       
3               20.573000       1.253266        20.573000       0.020154        0.060918       
4               33.886000       1.936814        23.884750       0.020172        0.081090       
5               33.886000       2.620261        25.876822       0.020169        0.101259       
6               33.886000       3.303640        27.207024       0.020167        0.121426       
7               33.886000       3.988781        28.160409       0.020219        0.141645       
8               33.886000       4.672973        28.874746       0.020191        0.161836       
9               50.958000       5.701204        31.322887       0.020178        0.182014       
10              50.958000       6.730148        33.283621       0.020192        0.202206       
11              50.958000       7.758786        34.887883       0.020186        0.222392       
12              50.958000       8.789208        36.227274       0.020221        0.242613       
13              50.958000       9.817540        37.358454       0.020180        0.262793       
14              65.933000       11.154661       39.405600       0.020280        0.283073       
15              65.933000       12.484332       41.169807       0.020167        0.303240       
16              65.933000       13.816377       42.716573       0.020203        0.323443       
